Group,01/04/2020,01/05/2020,01/06/2020,01/07/2020,01/08/2020,01/09/2020,01/10/2020,01/11/2020,01/12/2020,01/01/2021,01/02/2021,01/03/2021,01/04/2021
London,709,995,1328,1342,1348,1356,1360,1390,1469,1750,1893,1937,1943
